 Fold  ID_PATCH  N_Parcel  Parcel_Cover   TILE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               dates-S2    id                                                                                                                                                           geometry
    1     10000       119      0.808032 t30uxv                                                                                                                                                                                                                                                                                                 {'0': 20180924, '1': 20180929, '2': 20181004, '3': 20181009, '4': 20181019, '5': 20181024, '6': 20181029, '7': 20181108, '8': 20181113, '9': 20181118, '10': 20181123, '11': 20190117, '12': 20190122, '13': 20190216, '14': 20190221, '15': 20190226, '16': 20190313, '17': 20190328, '18': 20190412, '19': 20190422, '20': 20190427, '21': 20190512, '22': 20190527, '23': 20190601, '24': 20190606, '25': 20190621, '26': 20190626, '27': 20190701, '28': 20190706, '29': 20190711, '30': 20190716, '31': 20190731, '32': 20190810, '33': 20190815, '34': 20190820, '35': 20190825, '36': 20190830, '37': 20190904, '38': 20190914, '39': 20190919, '40': 20190924, '41': 20191009, '42': 20191019} 10000      MULTIPOLYGON (((391504.73555 6956805.91524, 392781.90613 6956707.26166, 392683.24883 6955430.10128, 391406.09215 6955528.74838, 391504.73555 6956805.91524)))
    1     30622        49      0.643483 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30622             POLYGON ((842151.89520 6557031.08404, 843430.90551 6557031.28868, 843431.11395 6555752.28027, 842152.10173 6555752.06993, 842151.89520 6557031.08404))
    3     30623        45      0.704981 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30623             POLYGON ((843432.24211 6549357.20833, 844711.25887 6549357.44938, 844711.50389 6548078.43440, 843432.48493 6548078.18760, 843432.24211 6549357.20833))
    4     30624        35      0.871061 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30624             POLYGON ((890746.87066 6632485.45003, 892025.60268 6632485.27288, 892025.42886 6631206.54528, 890746.69791 6631206.71469, 890746.87066 6632485.45003))
    3     30625        43      0.468457 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30625             POLYGON ((819125.97693 6590284.02962, 820405.05076 6590284.07582, 820405.09965 6589005.00414, 819126.02527 6589004.95312, 819125.97693 6590284.02962))
    5     30626        57      0.780550 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30626             POLYGON ((851101.71803 6582611.69010, 852380.65969 6582611.78632, 852380.75940 6581332.84728, 851101.81685 6581332.74497, 851101.71803 6582611.69010))
    2     30627        22      0.412232 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30627             POLYGON ((895862.15990 6571107.22636, 897140.86726 6571107.42441, 897141.06994 6569828.72029, 895862.36118 6569828.51437, 895862.15990 6571107.22636))
    3     30628        17      0.194947 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30628             POLYGON ((801218.65185 6619703.58593, 802497.78989 6619703.53048, 802497.73617 6618424.39482, 801218.59877 6618424.44616, 801218.65185 6619703.58593))
    3     30629        58      0.675570 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30629             POLYGON ((894581.30728 6591566.39528, 895860.00713 6591566.46667, 895860.08273 6590287.77045, 894581.38230 6590287.69122, 894581.30728 6591566.39528))
    4     30630        65      0.742328 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30630             POLYGON ((825524.41800 6649120.91722, 826803.49728 6649120.73165, 826803.31336 6647841.65586, 825524.23591 6647841.83630, 825524.41800 6649120.91722))
    2     30631        26      0.167479 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30631             POLYGON ((817851.59575 6544236.33048, 819130.72642 6544236.54701, 819130.94651 6542957.41751, 817851.81344 6542957.19626, 817851.59575 6544236.33048))
    5     30632        36      0.826985 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30632             POLYGON ((854939.98268 6568543.72874, 856218.91844 6568543.89616, 856219.08970 6567264.96279, 854940.15249 6567264.78915, 854939.98268 6568543.72874))
    5     30633        51      0.871748 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30633             POLYGON ((849824.68813 6564706.17685, 851103.65290 6564706.35664, 851103.83650 6563427.39409, 849824.87013 6563427.20827, 849824.68813 6564706.17685))
